E10233,Padding error in decrypted the ACP data,If error occurs again ^then contact your system manager.
E10234,CRC in the decrypte ACP data,If error occurs again ^then contact your system manager.
E10240,Command send to EXTernal ^device failed on the device,If error occurs again ^then contact your system manager.
E10241,Command send to EXTernal ^device failed on the device,If error occurs again ^then contact your system manager.
E10242,Bad parameters or Bad command ^send to EXTernal device,If error occurs again ^then contact your system manager.
E10246,Expected response header not received,If error occurs again ^then contact your system manager.
E10247,Expected response not received,If error occurs again ^then contact your system manager.
E10248,EXTernal device key match error. ^Key on device do not match key in MPA,If error occurs again ^then contact your system manager.
E10249,Unexpected response from EXTernal device.,If error occurs again ^then contact your system manager.
E1024A,Unexpected length field ^(greater than buffer),If error occurs again ^then contact your system manager.
E10600,PAR1_NOT_ACCEPTED,If error occurs again ^then contact your system manager.
E10601,PAR2_NOT_ACCEPTED,If error occurs again ^then contact your system manager.
E10602,PAR3_NOT_ACCEPTED,If error occurs again ^then contact your system manager.
E10603,PAR4_NOT_ACCEPTED,If error occurs again ^then contact your system manager.
E10604,PAR5_NOT_ACCEPTED,If error occurs again ^then contact your system manager.
E1060A,SIGNING_DATA_FAILED,If error occurs again ^then contact your system manager.
E1060B,ENCRYPTION_ERROR,If error occurs again ^then contact your system manager.
E1060C,DECRYPTION_ERROR,If error occurs again ^then contact your system manager.
E1060D,ERROR_TRANSLATION_DUMMY,If error occurs again ^then contact your system manager.
E1060E,INVALID_X509_DATA,If error occurs again ^then contact your system manager.
E1060F,KEY_MISMATCH,If error occurs again ^then contact your system manager.
E10610,UNKNOWN_CERT_TYPE,If error occurs again ^then contact your system manager.
E10611,The TR31 KBH data block is not accepted,If error occurs again ^then contact your system manager.
E10612,Conversion to/from ascii failed,If error occurs again ^then contact your system manager.
E10613,Error in data to or from BMP60.,If error occurs again ^then contact your system manager.
E10614,ISO8583-BMP61 was expected ^but not present.,If error occurs again ^then contact your system manager.
E10615,ISO8583-BMP61 was NOT ^expected but present.,If error occurs again ^then contact your system manager.
E10616,Key-length specifier invalid,If error occurs again ^then contact your system manager.
E10617,Invalid Key-Version or ^Key-Generation number.,If error occurs again ^then contact your system manager.
E10618,ISO8583-BMP61 unexpected length.,If error occurs again ^then contact your system manager.
E10619,Invalid format or range of DATE.,If error occurs again ^then contact your system manager.
E1061A,Invalid format or range ^of DATE for K_INIT_T or K_PERS_T.,If error occurs again ^then contact your system manager.
I00001,Camera driver is not found,Reboot system.^ If error occurs again^ then replace the Camera.
I00002,Camera initialization error,Reboot system.^ If error occurs again^ then replace the Camera.
I00003,Video execution error,Reboot system.^ If error occurs again^ then replace the Camera.
I00004,Video stop error,Reboot system.^ If error occurs again^ then replace the Camera.
I00005,Image capture is failed,Reboot system.^ If error occurs again^ then replace the Camera.
J00001,DB Open failed,Reboot system.^ If error occurs again^ then contact your system manager
J00002,DB Read failed,Reboot system.^ If error occurs again^ then contact your system manager
J00003,DB Insertion failed,Reboot system.^ If error occurs again^ then contact your system manager
J00004,DB Search failed,Reboot system.^ If error occurs again^ then contact your system manager
J00005,DB Close failed,Reboot system.^ If error occurs again^ then contact your system manager
J00006,Journal DB is full,First do back-up journal into usb memory ^stick drive and then delete journal.
Z00001,Terminal ID is not configured,Set TERMINAL ID ^<- CONFIGURE CONNECTION <- HOST^ <- MAIN
Z00002,Host IP adress is not configured,Set HOST ADDRESS ^<- CONFIGURE CONNECTION <- HOST^ <- MAIN
Z00003,Terminal IP not set,Set TERMINAL IP <- HOST <- MAIN
Z00004,Host phone number not set,Set HOST PHONE NUMBER ^<- CONFIGURE CONNECTION ^<- HOST <- MAIN
Z00005,Master password default,Change master password ^PASSWORD ^<- SYSTEM <- MAIN
Z00006,Administrator password default,Change administrator password ^PASSWORD ^<- SYSTEM <- MAIN
Z00007,Replenishment password default,Change replenishment password ^PASSWORD ^<- SYSTEM <- MAIN
Z10001,Abnormal cassette #1 condition,Check cassette #1 status
Z10002,Abnormal cassette #2 condition,Check cassette #2 status
Z10003,Abnormal cassette #3 condition,Check cassette #3 status
Z10004,Abnormal cassette #4 condition,Check cassette #4 status
Z10005,Abnormal cassette condition,Check all cassette status
Z10006,Cassette #1 is empty,Check cassette #1 box
Z10007,Cassette #2 is empty,Check cassette #2 box
Z10008,Cassette #3 is empty,Check cassette #3 box
Z10009,Cassette #4 is empty,Check cassette #4 box
Z10010,All cassette is empty,Check all cassette box
Z10011,Bill count of cassette #1 is 0,Set ADD QTY CASSETTE #1 <- TASK ^<- MAIN
Z10012,Bill count of cassette #2 is 0,Set ADD QTY CASSETTE #2 <- TASK ^<- MAIN
Z10013,Bill count of cassette #3 is 0,Set ADD QTY CASSETTE #3 <- TASK ^<- MAIN
Z10014,Bill count of cassette #4 is 0,Set ADD QTY CASSETTE #4 <- TASK ^<- MAIN
Z10015,Bill count is 0,Set ADD QTY CASSETTE <- TASK <- MAIN
Z10016,CBX#1 Denomination not set.,Set CASSETTE #1 DENOMINATION^ <- CASSETTE SETTINGS^ <- CASH DISPENSER <- DEVICE <- MAIN
Z10017,CBX#2 Denomination not set.,Set CASSETTE #2 DENOMINATION^ <- CASSETTE SETTINGS^ <- CASH DISPENSER <- DEVICE <- MAIN
Z10018,CBX#3 Denomination not set.,Set CASSETTE #3 DENOMINATION^ <- CASSETTE SETTINGS^ <- CASH DISPENSER <- DEVICE <- MAIN
Z10019,CBX#4 Denomination not set.,Set CASSETTE #4 DENOMINATION^ <- CASSETTE SETTINGS^ <- CASH DISPENSER <- DEVICE <- MAIN
Z10020,Invalid denomination,Set DENOMINATION^ <- CASSETTE SETTINGS^ <- CASH DISPENSER <- DEVICE <- MAIN
Z20001,Front door status is opened,Close the front door
Z20002,Security door status is opened,Close the security door
Z30001,Connection is failed,Please contact the host or check network status
Z30002,Not received ENQ,Please contact the host or check network status
Z30003,Data sending is failed,Please contact the host or check network status
Z30004,Not received response data,Please contact the host or check network status
Z30005,Not received EOT,Please contact the host or check network status
Z30006,CRC error,Please contact the host
Z31001,Terminal ID is invalid,Please contact the host
Z31002,Transaction code is invalid,Please contact the host
Z31003,Sequence No. is invalid,Please contact the host
Z31004,Authorization No. is invalid,Please contact the host
Z31005,Transaction date is invalid,Please contact the host
Z31006,Transaction time is invalid,Please contact the host
Z31007,Business date is invalid,Please contact the host
Z31008,Response code is invalid,Please contact the host
Z32001,Reversal is failed,Please contact the host
Z32002,Reversal due to power off,Contact your system manager
Z32003,Power off during dispensing,Check cash amount manually.
Z32004,Power off after dispensing was completed,Contact your system manager
Z33001,EMV Data is not received,Please contact the host.
Z33002,Card is declined.,Please contact your card issuer.
Z33003,Card is not removed,Please remove the card^during the transaction.
Z3HXXX,Host is declined,Please contact the host
Z3H001,Expired card,Please contact the host
Z3H002,Unauthorized usage,Please contact the host
Z3H003,PIN error,Please contact the host
Z3H004,Invalid PIN,Please contact the host
Z3H005,Bank unavailable,Please contact the host
Z3H006,Card not supported,Please contact the host
Z3H007,Insufficient funds,Please contact the host
Z3H008,Ineligible transaction,Please contact the host
Z3H009,Ineligible account,Please contact the host
Z3H010,Number of daily withdrawals exceeded,Please contact the host
Z3H011,Cannot process transaction,Please contact the host
Z3H012,Amount too large,Please contact the host
Z3H013,Account closed,Please contact the host
Z3H014,PIN tries exceeded,Please contact the host
Z3H015,Database problem,Please contact the host
Z3H016,Withdrawal limit already over,Please contact the host
Z3H017,Invalid amount,Please contact the host
Z3H018,External decline,Please contact the host
Z3H019,System error,Please contact the host
Z3H020,Contact card issuer,Please contact the host
Z3H021,Routing lookup problem,Please contact the host
Z3H022,Message edit error,Please contact the host
Z3H023,Transaction is not supported,Please contact the host
Z3H024,Insufficient funds,Please contact the host
Z3H025,Western Union sender data error,Please contact the host
Z3H026,Western Union receiver data error,Please contact the host
Z3H027,CRC error,Please contact the host
Z3H028,Pre-pay transaction failed,Please contact the host
Z3H029,Pre-pay transaction rejected,Please contact the host
Z3H030,Invalid mobile phone number,Please contact the host
Z3H031,Pre-pay account limit reached,Please contact the host
Z3H032,Pre-pay system unavailable,Please contact the host
Z3H033,Response would exceed message size limit,Please contact the host
Z3H034,Required info lost to process,Please contact the host
Z3H035,Second Invalid PIN,Please contact the host
Z3H111,Reversal Declined,Please contact the host
Z3H222,PIN Change Declined,Please contact the host
Z40001,The electronic journal is full,Backup and initialize electronic journal
Z50001,PINPAD is not activated,Please activate PINPAD^ MASTER KEY MANAGEMENT <- KEY MANAGEMENT^<- HOST <- MAIN 
Z50002,Masterkey is not injected,Please inject Masterkey^ MASTER KEY MANAGEMENT <- KEY MANAGEMENT^<- HOST <- MAIN 
Z50003,PIN workingkey is not injected,Please execute 'DOWNLOAD KEYS'^ DOWNLOAD KEYS <- KEY MANAGEMENT ^<- HOST <- MAIN 
Z50004,Stuck key is detected.,Please check the PINPAD
ZF0001,[CDM] Port open error,Reboot system.^ If error occurs again^ then contact your system manager
ZF0002,[PTR] Port open error,Reboot system.^ If error occurs again^ then contact your system manager
ZF0003,[IDC] Port open error,Reboot system.^ If error occurs again^ then contact your system manager
ZF0004,[EPP] Port open error,Reboot system.^ If error occurs again^ then contact your system manager
ZF0005,[SIU] Port open error,Reboot system.^ If error occurs again^ then contact your system manager
ZF0006,[CAM] Port open error,Reboot system.^ If error occurs again^ then contact your system manager
ZF0007,[EJL] Database open error,Reboot system.^ If error occurs again^ then contact your system manager
ZF0008,[MUB] Multi serial port open error,Reboot system.^ If error occurs again^ then contact your system manager
